Player_id,Short_name,Player_position,Nationality_id,Club_team_id,Overall
246289,C. Huerta,"LW, LM, RW",83,229,73
230426,Arturo Inálcio,"CM, CAM",54,1043,78
236572,O. Wijndal,"LB, LM",34,245,72
247369,T. Ducrocq,"CDM, CM",18,58,70
235875,Pol Lirola,"RB, CB",45,219,73
248188,Song Min Kyu,"LM, LW, ST",167,1477,70
269956,K. Van Den Kerkhof,"RM, RB",97,670,70
268421,M. Tel,"ST, LW, CAM",18,18,77
255109,D. Tijanić,"CAM, CM, ST",44,115892,71
264095,Hugo Sotelo,"CM, CDM",45,450,73
190885,A. Smith,"RB, RM",14,1943,73
208564,P. Ankersen,"RB, RM",13,1788,68
270014,T. Deniz,"CDM, CM, CAM",21,33,67
264436,M. Ellertsson,"CM, LM, LB, CAM",24,110556,69
212219,A. Djiku,"CB, CDM",117,,77
266245,N. Irankunda,"RM, ST, LM, RW",195,1795,67
226579,A. Zendejas,"RM, RW, LM",95,,76
237335,G. Kastanos,"CAM, CM",11,206,72
257306,C. Souaré,"LM, LB, LW",18,110468,71
277809,K. Sano,"CDM, LM, CM",163,1910,71
208448,E. Forsberg,"CAM, LM, CM",46,689,79
237662,B. Lennon,"RB, RM",95,112885,70
225659,G. Rodríguez,"CDM, CM",52,19,77
227995,L. Walsh,"CM, CDM, CAM, CB",14,1923,69
244393,Gonzalo Villar,"CM, CDM, CAM",45,211,72
273604,L. Rodríguez,"RW, RM, ST",60,131798,74
245977,K. Despodov,"RW, RM, LM",9,393,77
251617,A. Gigović,"CM, CAM",8,900,72
238050,C. Ejuke,"LM, RM, LW",133,481,78
264422,M. Abline,"ST, RW, RM",18,71,76
253163,R. Araujo,"CB, RB",60,241,83
226286,G. Ávalos,"ST, CAM",58,110093,75
269305,R. Fellhauer,"CDM, CM",21,100409,73
241162,J. Paintsil,"LM, RM, LW",117,697,76
207897,A. Jung,"CB, LB, LM",21,25,72
73505,Álex Calatrava,"RM, CM, RW",45,100852,71
243241,A. Buongiorno,CB,27,48,82
266039,Pubill,"RB, RM",45,240,73
228408,C. Ronan,"CDM, CM",25,694,69
240716,M. Olivera,LB,60,48,78
212048,A. Chipciu,"LB, LM, RB",39,110751,69
246352,Hugo Guillamón,"CM, CDM, CB",45,263,72
201042,D. Sidibé,"CB, RB, RM",18,1809,74
247124,G. Mensah,"LB, LM",117,57,74
225878,C. Domínguez,"LM, RM, ST, LW",58,112716,73
273764,U. Sánchez,"RM, CM, RW",52,111022,73
257188,Erik,"LB, LM",190,111701,73
255934,J. Onana,"CM, CDM",103,110556,71
263377,L. Abada,"RM, RW, LM",26,114640,74
265195,E. Jelert,"RB, LB, RM",13,17,73
200429,B. Raman,"ST, RM, RW",7,110724,73
244717,A. Gallo,"LB, LM",27,347,75
209417,R. Murawski,"CDM, CM",37,873,70
256287,F. Farías,"ST, CAM",52,101083,72
198455,J. Larsson,"RB, RM",46,700,66
243001,A. Cicâldău,"CAM, CM",39,308,68
237629,A. Maier,"CM, RM, CDM, CAM",21,100409,74
228415,L. Godoy,"RB, RM",52,110093,74
264257,T. Noslin,"ST, RM, LM, RW",34,46,74
243792,Iñigo Vicente,"LM, CAM, LW",45,456,75
244591,J. Bogle,"RB, RM",14,8,75
73085,A. Mille,"CAM, CM, ST",18,294,69
233125,M. Hartel,"CM, CAM, LM",21,113018,75
244416,João Mendes,"CAM, LW, CM",38,101020,73
216266,K. Tete,"RB, RM",34,144,77
235983,Álex Pozo,"RB, RM",45,110745,71
260574,L. Assignon,"RB, RM, RW",18,36,76
259816,A. Sima,"LM, LW",136,64,74
177922,K. Grosicki,"LM, LW",37,110746,74
270597,A. Makoumbou,"CDM, CM",107,748,73
189462,J. Hoilett,"LM, RM, CAM, LW",70,81,69
241436,C. Bassey,CB,133,144,78
272505,Endrick,"ST, RW",54,243,77
208509,T. Foket,"RB, RM",7,229,69
255876,A. Trezza,"RM, LM, ST, RW",60,112513,71
235163,M. Castagnetti,"CDM, CM",27,110915,70
227772,G. Giménez,"CDM, CM",58,112716,70
224189,Y. Barbet,CB,18,113037,70
202693,M. Crooks,"CAM, CM",14,1952,69
245992,B. Gilmour,"CM, CDM",42,48,74
253444,A. Kalimuendo,ST,18,14,78
275205,T. Fernández,"LM, LW",52,101088,74
275208,G. Doué,"RB, CB, RM",108,76,77
237328,N. Tella,"RM, ST, CAM, RW",133,32,78
74514,I. Bayesh,"LM, RM, ST, LW",162,113037,68
246803,D. Jones,"LB, LM, RM",95,111928,71
267861,S. Castro,ST,52,189,76
233048,T. Dele-Bashiru,"CM, CDM",133,101025,70
242531,J. Kitolano,"CM, CDM",36,100646,69
261991,A. Jašić,"RB, RM",4,111701,71
209781,P. Capelle,"CDM, CM",18,1530,70
205192,Denis Suárez,"CM, LM, CAM, LW",45,463,74
238236,O. Brynhildsen,ST,36,918,70
204709,D. Rubio,"ST, CAM",55,114161,69
223671,S. Posch,"RB, RM",4,1745,79
214968,F. Mancuello,"CAM, CM, CDM",52,110093,72
223978,Manu García,"CAM, CM, LM",45,696,74
211437,L. Bertone,"CDM, CM",47,1715,69
239106,L. Koutris,LB,22,110746,70
220969,N. Eliasson,"RM, LM, RW",46,278,76
197948,F. Lejeune,CB,18,480,78
233800,F. Bjørkan,"LB, LM",36,918,74
253002,G. Raspadori,"ST, CAM, LW",27,240,78
206413,T. Stepanenko,"CDM, CM",49,131174,73
231247,B. Cufré,"LB, LM, LW",52,112965,68
230043,F. Maouassa,"LB, LM",18,1823,69
258715,B. Hollerbach,"ST, CAM, LM",21,169,77
233631,A. Ndiaye,"LM, RM, ST, LW",136,462,72
224428,J. Otero,"ST, RM, CAM",56,459,73
230340,Luisinho Conradi,"LB, LM",54,111052,71
259027,J. Chávez,"LB, LM",57,64,72
201438,H. Van Der Bruggen,"CM, CDM, CB",7,1750,70
244749,N. Aguerd,CB,129,219,81
246565,B. Diakité,CB,18,1943,79
273730,E. Cabrera,"CAM, LM, ST, CM",52,111715,68
231007,J. Mišić,"CDM, CM",10,211,70
269153,A. Gaaei,"RB, RM",13,245,72
242794,I. Louza,"CM, CDM",129,1795,73
246683,L. Agoumé,"CDM, CM, CB",18,481,75
266422,C. Jander,"CM, CAM, CDM",21,17,73
229558,D. Upamecano,CB,18,21,85
209335,K. Haugen,"LB, LM",36,300,71
243134,L. Ramazani,"LM, RM, ST, LW",7,461,74
213956,Adama Traoré,"RM, RW",45,144,76
258505,M. Braunöder,"CM, CDM",4,1848,69
247025,T. Gulliksen,"CAM, LM, CM",36,254,72
246044,Andrés Martín,"RM, LM, RW",45,456,74
240702,R. Yaremchuk,ST,49,280,74
263745,C. Witzig,"CM, CAM, RW",47,898,70
237916,W. Smallbone,"CM, CAM",25,97,72
230498,Luimo Boas Santos,ST,54,1598,79
255343,P. Hellebrand,"CM, CDM",12,420,70
235889,C. Ünder,"RW, RM",48,327,76
252313,M. Marin,"CM, CDM",39,110738,69
180903,J. O'Shea,"CM, CDM, CAM",25,111395,68
272305,Cristian Gutiérrez,"LB, LM",45,472,70
271807,E. Nwaneri,"RW, CM, RM",14,1,76
230339,Heitorsinho Padilha,"LB, LM",54,517,74
224970,J. Dompé,"LW, LM",18,28,75
198861,N. Mendy,"CDM, CM",136,1795,73
204529,M. Batshuayi,ST,7,1824,77
259316,T. Leoni,"CM, CDM, CAM",7,379,72
276471,Altimira,"CDM, CM",45,449,77
231424,A. Arslan,"CAM, CM, ST",21,526,68
277252,S. Dahl,"LB, LM",46,234,73
180283,Ki Sung Yueng,"CM, CDM",167,1474,70
222528,L. Gooch,"RB, LB, LM, RM",95,1939,68
231236,M. Cafaro,"LM, RM, LW",18,111817,73
266312,K. Matsuki,"CM, CAM, ST",163,17,67
253293,B. Ocampo,"LM, LW",60,1968,70
241049,Gorosabel,"RB, RM",45,448,77
243887,T. Mohr,"LM, LB, LW",21,232,69
208817,Andy,"CM, CDM",45,113040,68
73398,Rômulo,"ST, LW, CAM",54,112172,76
239356,A. Matusiwa,"CDM, CM, CB",34,94,76
188988,M. Lanzini,"CAM, LW, CM",52,101088,74
257185,L. Blanco,"LB, LM",52,1877,75
269489,Fábio Ronaldo,"LW, LM, LB",38,111097,68
214196,D. Bocanegra,CB,56,101099,71
267702,K. Doumbia,"CAM, CM",126,378,74
272835,H. Picard,"LM, LW",18,687,71
224718,T. Antalyalı,"CM, CDM",48,101037,69
239580,Bremer,CB,54,45,85
233968,L. Sernicola,"LB, LM",27,111434,73
262669,E. Leopold,"CM, CDM",21,485,73
220708,B. Borrello,"ST, RM, CAM",195,112427,70
259633,G. Konstantelias,"CAM, RW, CM",22,393,77
230202,Jailson Caeiro,"RB, RM",54,568,75
214092,A. Miranchuk,"CAM, CM, LW",40,112885,78
205923,B. Davies,CB,50,18,75
220782,M. Ilaimaharitra,"CDM, CM",124,232,71
79217,A. Kendouci,"CM, RW, CAM",97,10032,71
234134,Flavio,"CM, CDM, CB",54,112393,71
239770,N. Casale,CB,27,189,75
261050,Francisco Conceição,"CAM, RM, RW, CM",38,45,79
259261,B. Alhassan,"CM, CDM, CB",117,100761,65
76744,Guilherme Madruga,"CDM, CM, CAM",54,111724,69
203747,Héctor Bellerín,"RB, RM",45,449,74
230374,Jenaro Kaio,"CAM, CM",54,1629,72
231410,Brahim,"RM, LM, CAM, RW",129,243,82
198145,S. Araujo,"ST, CAM",52,112716,69
247050,P. Šulc,"CAM, LM, RM, CM",12,66,77
246033,S. Sosa,"CB, CDM",52,101085,76
197402,Anselmo,"CM, CAM, CDM",54,111393,69
225054,A. Kalik,"CAM, CM, ST",195,263,68
264238,Diego López,"LM, RM, LW",45,461,78
232759,J. Tymon,"LB, LM",14,1960,70
201303,R. Falk,"CM, CDM",13,272,72
231554,J. Justin,"RB, LB, LM",14,8,74
234894,E. Bohinen,"CM, CDM",36,205,69
246168,B. Krasniqi,"CM, CAM, CDM",219,894,68
230042,Y. Aït Bennasser,"CDM, CM, CB",129,101020,70
246172,S. Chukwueze,"RM, RW",133,144,80
223926,S. Bastien,"CM, CDM",110,634,67
210625,K. Mbabu,"RB, RM",47,1516,73
262083,A. Martegani,"CM, CAM",52,1877,70
236260,A. Santamaría,CB,59,111014,71
248808,A. Hickey,"RB, RM",42,1925,74
245261,Bruno Lamas,"CM, ST, CAM, CDM",54,2056,68
204060,T. Chery,"CAM, RM, CM",92,1910,74
256856,Fali Candé,CB,119,111974,71
211061,A. Maxim,"CAM, CM, LM",39,110776,76
197240,N. Besara,"CAM, ST, CM",46,708,73
231836,J. Karlsson,"LM, LW",46,77,75
231838,M. Wöber,"CB, LB",4,38,75
215202,L. Janson,"LM, ST, LW",52,1877,71
254628,N. Rodríguez,"RB, LB, CM, RM",60,111325,68
259245,O. Doumbia,"CDM, CM, CB",108,10032,70
213685,N. Ioannou,"LB, LM",11,1837,71
263893,A. Sâyoud,"RM, ST, CAM, RW",97,113222,75
259306,F. Rieder,"CAM, CM, RM",47,100409,74
217845,A. Hjulsager,"CAM, LM, CM",13,822,68
219127,P. Galdames,"CM, CDM, CAM",55,110093,69
262138,C. Lukeba,"CB, LB",18,112172,80
235022,N. Schmidt,"CM, CAM, CDM",21,1809,72
220196,D. Brooks,"RM, RW",50,1943,75
211506,J. Swift,"CAM, CM, CDM",14,1790,70
235834,F. Depaoli,"RB, RM",27,1837,71
230463,Simão Acunha,"CAM, RW, CM",54,1035,76
211536,M. O'Hara,CM,42,100805,68
226385,C. Espinoza,"RM, RW",52,111928,75
272978,J. Hato,"LB, CB",34,5,78
254039,J. Alcívar,"CDM, CM, LM",57,112908,68
224104,D. Martínez,"RB, RM",52,111708,69
257899,K. Fujimoto,"CAM, CM",163,88,74
271219,A. Muja,"LM, RM, RW, LW",1,680,71
264579,F. Potts,"CDM, CM",14,19,70
242835,L. Balerdi,CB,52,219,81
248474,T. Anjorin,"CM, CAM",14,54,68
254373,J. Archimbaud,"CM, CDM, CB",59,111010,69
228774,V. Marchetti,"CM, CDM, CB",18,111817,70
251847,Paulinho,"LB, LM",54,1516,69
279269,S. Parekh,"CM, CDM",159,111633,58
269809,J. Vergés,"CAM, ST, CM",60,114615,70
215036,F. Cornejo,"CM, CDM, CAM",55,110986,70
232709,D. Batallini,"RM, LM, RW",52,110968,71
211221,M. Boyle,"ST, RM, RW",195,81,71
223255,A. Witry,"RB, LB, RM",36,298,71
247076,C. Oliva,"CDM, CM",60,111325,72
245290,Dela,"CB, RB",45,1853,72
232008,Toni Lato,"LB, LM",45,453,73
231753,J. Livolant,"RW, LW, CAM, RM",18,114510,70
219216,J. Windass,"CAM, ST, RM, CM",14,1947,72
220528,G. Tutino,"ST, CAM",27,2038,72
234111,D. Turnbull,"CM, CDM, CAM",42,1961,70
241026,T. Chancalay,"LM, RM, LW",52,691,73
223905,P. Ng,"RB, CB, RM",14,1961,72
255684,Leonai,"CDM, CM",54,110981,68
237003,S. Birindelli,"RB, RM",27,111811,74
259043,M. Samoise,"RB, RM",7,674,70
255460,J. Ondrejka,"LM, LW",46,50,73
236773,M. Siopis,"CDM, CM",22,1884,74
220422,M. Hamzi,"CDM, CM, RM, RW",183,112883,68
228120,K. Paal,"LB, LM",92,741,69
71451,O. Zmrzlý,"LM, CM, LW",12,266,69
229667,Josan,"RM, RB, RW",45,468,72
236112,Douglas Armeira,"RB, RM",54,383,74
259675,B. Kutlu,"CDM, CM, LB",48,325,73
234889,F. Jensen,"CAM, CM, RM",17,,72
248471,M. Taferner,"CM, CAM",4,15040,69
261307,V. Birmančević,"RW, LW, ST, RM",51,267,76
251845,A. Francis,"CM, CDM",117,1809,68
227278,G. Berggren,CM,46,689,72
235242,D. Heymans,"CAM, CM",7,673,71
260076,P. Koopmeiners,"CDM, CM",34,1906,74
210671,A. Partipilo,"ST, RM, RW, CAM",27,1848,71
240628,D. Šarić,"CM, CDM, CAM",8,741,67
214520,F. Castro,"CM, CDM",56,112992,70
270863,A. Borza,"LB, LM, LW",39,310,70
243222,B. Slisz,"CDM, CM",37,112885,73
252448,J. Leweling,"RM, RW, LM",21,36,75
267573,L. Sánchez,"LB, RB, LM",52,111019,69
81231,M. Šín,"CAM, RM, CM",12,1906,74
266596,J. Fazzini,"CAM, CM",27,110374,72
229743,A. Deiola,"CM, CDM",27,1842,68
243854,M. Simakan,"CB, RB",18,112139,81
221841,A. Armstrong,ST,14,17,73
229286,T. Skarke,"ST, RM, CAM",21,1831,73
223663,B. Spittal,"LM, CM, CAM, LW",42,80,69
258015,F. Ioannidis,ST,22,237,77
237540,P. Förster,"CAM, CM",21,1832,69
214770,D. González,"CM, CAM, CDM",52,111713,70
190460,C. Eriksen,"CM, CDM, CAM",13,175,76
239614,Areso,"RB, RM",45,448,76
210688,A. Trondsen,"LB, CM, LM",36,112199,65
221445,Wu Lei,"RM, ST, RW",155,112540,71
244238,J. Bijol,CB,44,8,77
256548,M. Grüll,"LM, ST, CAM, LW",4,38,75
245541,G. Reyna,"RM, CAM, LM, RW",95,23,75
213813,A. Fransson,"CM, CDM",46,702,67
228153,J. Powell,"CM, CDM, CB",14,1797,66
266609,T. Iroegbunam,"CDM, CM",14,7,74
279418,M. Majumdar,"ST, CDM",159,111633,64
242045,M. Ashimeru,"CM, CDM, CB",117,229,69
232080,J. Harrison,"RM, RW",14,8,74
225699,Anuar,"RM, LM, CM, RB",129,1894,69
202157,A. Behich,"LB, LM",195,112224,67
259031,L. Delap,ST,14,5,78
245211,J. Teze,"RB, RM",34,69,76
242655,J. Ponceau,"LM, CM, LW",18,462,74
252134,L. Clarkson,"CAM, CM, CDM",14,77,70
205291,H. Stengel,CM,36,922,68
248564,Z. Aboukhlal,"CAM, RW, CM",129,54,74
260407,E. Wahi,ST,18,1824,75
248384,I. Gruev,"CDM, CM",9,8,74
270409,Savinho,"RW, LW, RM",54,10,82
229453,Gil Dias,"RM, RW, RB",38,112809,70
230487,Leo Caldeirinha,"CAM, LM, CM",54,1719,73
252508,K. Kozłowski,"CM, CAM, LM",37,110776,70
206436,Y. Benzia,"CAM, CM",97,113057,72
192102,N. Hult,"LB, LM",46,700,70
256890,C. Bozdoğan,"CM, CDM",21,1903,67
248191,J. Portilla,"CDM, CM, CB",56,112670,73
232081,R. Laryea,"RM, RB, LM",70,111651,72
200601,Yoon Bit Garam,"CM, CDM",167,112558,67
228007,Lee Yeong Jae,"CM, RM, CDM",167,1477,66
208302,A. Gilbey,"CAM, CM",14,1798,65
72888,A. Dennis,"CM, CDM",133,101026,70
215247,M. Ingvartsen,ST,13,131439,74
208596,A. Belotti,ST,27,1842,77
271063,O. Arblaster,"CM, CDM, CAM",14,1794,71
229082,O. Abildgaard,"CM, CDM",13,1837,70
246770,F. González Metilli,"CAM, CM, RM",52,111022,73
264194,J. Castrop,"CM, CAM",167,23,70
261654,O. El Hilali,"RB, CB, RM",129,452,77
252442,E. Delprato,"RB, CB, RM",27,50,75
237109,O. Karavaiev,"RB, RM, LB",49,101047,73
225117,N. Haas,"CM, CDM",47,1746,68
214366,R. Carrascal,"CM, CDM",56,101099,70
188554,Dani Pacheco,"CDM, CM",45,1569,67
238504,A. Bassi,"CAM, ST, CM",129,698,70
273850,S. Boselli,"CB, RB",60,1876,73
250858,P. Ciss,"CDM, CM, CB",136,480,77
234239,G. Hein,"CAM, ST, RM, CM",18,68,76
208137,Lucas Torró,"CDM, CM",45,479,78
259377,Yeremy Pino,"RM, LM, LW, RW",45,1799,80
244797,P. Musa,ST,10,695,76
264516,B. Hlongwane,"RB, RM, RW",140,111138,71
204882,R. Williams,"RW, ST, RM",195,113302,69
255855,R. Morishita,"CM, LM, RM, CAM",163,3,70
243595,M. Bernauer,CB,18,1819,69
254894,Leonardo,ST,54,112540,74
271800,Y. Minteh,"RM, RW",116,1808,77
210108,E. Lee,"CM, ST, CAM",14,1947,67
239045,E. Kılınç,"LM, RM, LW",48,748,73
262657,L. Stassin,ST,7,1819,75
259331,M. Portanova,"CM, CAM, LW",27,110740,69
270109,Martim Neto,"CM, CDM, CAM",38,468,70
243520,A. McCann,"CM, CDM",35,1801,70
73282,Y. Diarra,"CM, CAM, ST",126,1968,68
265800,Ferran Jutglà,ST,45,450,75
234569,Florentino,"CDM, CM, CB",38,1796,80
270926,N. Pierozzi,"RB, RM",27,1843,69
254296,K. Yılmaz,"CDM, CM",48,327,70
275291,N. Pisilli,"CM, CAM",27,52,72
259677,A. Robertson,"CAM, CDM, CM",195,1961,68
221797,E. Thommy,"CAM, RW, CM",21,696,73
71532,K. Smit,"CAM, CM, RM",34,1906,72
251547,D. Schnegg,"LB, LM",4,688,71
257956,J. Elitim,"CM, CDM, CAM",56,1871,69
251570,R. Cherki,"RW, RM, CAM",18,10,81
243640,E. Galbraith,"RB, CAM, RM, CM",35,1960,68
70845,Marlon Gomes,"CM, CAM, CDM",54,101059,71
242374,M. Barrow,"ST, LM, LW, CAM",116,112393,78
211408,K. Linetty,"CDM, CM",37,101032,73
235987,I. Gómez,"CM, CAM, RM, CDM",52,112965,70
194017,A. Weimann,"CAM, RM, ST, CM",4,91,70
245741,J. Lindstrøm,"RM, LM, RW",13,175,75
180216,S. Coleman,"RB, RM",25,7,70
239367,R. Hack,"LM, LW, ST",21,23,77
208424,M. Ricci,"CDM, CM",27,1837,67
236076,Marlion Simões,"LB, CM, LM",54,568,73
240947,T. Mitchell,"LB, LM",14,1799,78
240953,N. Tenaglia,"RB, CB",52,463,76
79948,T. Ladra,"CAM, CM",12,110468,72
262236,A. Richardson,"CM, CDM",129,110374,72
261313,K. Lund,"LB, LM",95,31,71
70344,A. Boiro,"LB, LM",136,448,73
199386,B. Linssen,"ST, CAM",34,1910,69
189153,M. Díaz,"CAM, CM",52,114581,69
258536,Cedric Teguia,"RM, LM, LW, RW",45,1900,69
218623,Cafú,"CDM, CM, LM",38,111339,68
231936,B. White,RB,14,1,83
278288,A. Matos,"CM, CDM, CAM",14,1794,65
237333,L. Verstraete,"CDM, CM",7,131739,70
230681,G. Pezzella,"LM, LB",27,111434,71
204370,S. van de Streek,"LM, RM, RB, LW",34,741,68
251223,R. Pepi,ST,95,247,76
234087,C. Styles,"LB, LM, LW",23,109,70
205939,O. Bulut,"RB, RM",48,101014,68
224389,J. Larsson,"RM, ST, RW",46,819,72
223633,L. Paçarada,"LB, LM",219,111235,72
246423,L. Orellano,"LM, RW, RM, LW",52,113149,73
214947,J. Gbamin,"CDM, CB, CM",108,68,68
208297,K. Antonsen,"CM, CB, CAM",36,112126,66
238009,M. Frese,"LB, CB, LM",13,206,69
263882,A. Fadera,"LM, LW",116,111974,71
227788,Ahn Hyun Beom,"RB, RM",167,112558,67
224980,M. Busch,"RB, CB, LB, RM",21,111235,72
224483,M. Greve,"RM, CM, LM, RB",13,1786,70
222959,S. Moreo,"CAM, ST, CM",27,110738,71
203263,H. Maguire,CB,14,11,80
237055,O. Zubkov,"RM, CAM, LM, RW",49,436,78
241168,G. Chakvetadze,"LM, CAM, CM, LW",20,1795,74
261141,M. Sellouki,"CM, RM, CAM",18,1814,68
230434,Maicol Pimenta,"CDM, CM, CAM",54,569,72
211272,C. Corvalán,"CB, LB, LM",52,111716,73
240223,M. Ristić,"LB, LM",51,450,73
245855,D. Chambost,"CM, CAM",18,687,70
214660,L. Rodríguez,"LB, LM",52,110953,69
225669,K. Ehizibue,"RB, RM",133,55,73
242055,A. Ståhl,"RB, LB, RM",17,710,68
233115,R. Cole,"CM, CAM",14,143,65
73884,C. Mouzakitis,"CM, CAM",22,280,71
205983,D. Đoković,"CM, CDM",10,110816,68
251555,J. Eccles,"CDM, CM, RM",14,1800,70
250789,D. Bakwa,"RM, RW",18,14,78
192679,Escudero,LB,45,242,68
268462,D. Boloca,"CM, CDM",39,111974,74
236723,F. Ballo-Touré,"LB, LM",136,68,72
211382,I. Amadou,"CDM, CM, CB",18,110955,70
221370,M. Al Buraik,"LB, RB, LM",183,131798,70
272330,H. Contreras,"CM, CDM",61,114611,68
239818,Rúben Dias,CB,38,10,86
260558,R. Khadra,"CAM, LM, ST, CM",21,1738,72
259565,Y. Bonny,"ST, CAM",18,44,76
216054,N. Domínguez,"CB, CDM",52,1013,72
257536,J. Kuchta,"ST, RW, LW",12,267,73
200724,Nacho Fernández,"CB, LB, RB, LM",45,112391,82
230430,Oswaldinato,ST,54,1043,81
242974,K. Sessa,"CM, CDM, RM",21,166,68
235807,A. Morley,"CM, CDM",14,4,66
275238,N. Sigur,"RB, CDM, RW, RM",70,263,70
230213,Kaíqundo Calado,"RB, CDM, RM",54,517,75
230988,F. Krovinović,"CAM, CM",10,263,70
201305,Gabriel Paulista,CB,54,327,77
256874,J. Roche,"CM, CDM",46,1862,70
239215,K. Nwakali,"CM, CDM, CB",133,1932,67
231039,P. Dorn,"RB, CM, RM, CAM",21,897,69
232580,Gabriel,CB,54,1,88
252807,S. Dikmen,"CM, CDM",48,741,67
262284,V. Poggi,"CM, CDM",60,111706,70
199845,F. Acerbi,CB,27,44,84
237989,S. Hanca,"RM, CM, RB",39,110078,66
258984,D. van den Berg,"CM, CDM",34,1903,67
251841,J. Zapata,"CAM, CM, CDM",56,101100,69
204738,R. Ibarra,"RM, RW, LM",57,112908,70
224221,J. Andersen,CB,13,144,78
244193,Jovane Cabral,"LW, ST, CM, LM",104,718,70
256746,T. Bech,"ST, RW, CAM",13,271,68
229150,P. Hatzidiakos,CB,22,819,73
266277,V. Bichakhchyan,"RM, RW",3,1871,67
211243,Nono,"CM, LM, LW",45,111083,64
238126,Guridi,"CAM, CM",45,463,74
248112,I. Vînă,"CM, RW, RM",39,110075,68
227900,N. Tripichio,"RB, CM, CDM",52,1013,73
230243,Breno Bausa,"CDM, CM",54,568,70
243558,Óscar Valentín,"CDM, CM",45,480,78
254310,Francés,"CB, RB, LB, RM",45,110062,75
267392,S. Medina,"LM, LB",52,111715,68
230272,Kauã Abranches,"CAM, RM, RB, CM",54,111052,72
247172,J. Durán,ST,56,326,79
201093,N. Powell,"CM, CAM, ST",14,1804,65
243353,B. Mumba,"LB, LM, RM",14,1929,69
231582,N. D'Agostino,"ST, RW, RM",195,300,70
246688,S. Abdulhamid,"RB, RM",183,64,75
201143,A. Mandi,"CB, RB",97,65,75
224185,C. Leemans,"CM, CAM",34,1904,68
212170,M. Desler,"RB, RM",13,114161,73
253135,G. Florentín,"CM, CAM",52,111019,68
241629,Rogério,"LB, LM",54,175,73
216055,F. Carrizo,"CAM, LM, RM, CM",52,112716,72
266500,J. Rowe,"LM, RM, LW",14,189,75
205347,M. Luongo,"CDM, CM, CAM",195,97,72
258615,Oier Zarraga,CM,45,55,71
241470,Álex Centelles,"LB, LM",45,1861,72
234319,L. Travis,"CDM, CM",14,91,72
257111,J. Le Douaron,"ST, LW, LM",18,1843,74
234860,A. Condé,"CM, CDM",21,580,67
72850,E. Adamo,"RB, RM",27,110915,68
270512,C. Condé,"CM, CDM",118,205,69
259011,Zito Luvumbo,"ST, LM, CAM",98,1842,71
198599,M. Linnes,"RB, RM",36,417,72
258769,Meseguer,"CM, CDM, ST",45,462,70
234710,D. Lamkel Zé,"ST, LM, CAM",103,131173,69
274447,N. Mukau,"CDM, CM",110,65,74
232488,C. Romero,CB,52,18,82
272946,R. Insua,"LB, LM",52,113044,70
193881,F. Đuričić,"CAM, LM, CM",51,1884,75
230507,Nicholas Aldair,ST,54,567,74
76398,D. Chavez,CM,52,112992,68
206202,O. Norburn,"CM, CDM",77,1937,65
202151,K. Stafylidis,"LB, RB, CB, LM",22,100135,68
79016,P. Fusi,CM,27,110912,67
216003,B. Kapustka,CM,37,1871,72
237257,J. Yueill,"CDM, CM",95,691,69
246991,L. Scales,CB,25,78,75
261335,K. Kesler-Hayden,"RB, LB, RM, LM",14,1800,72
206565,J. Walker,"CM, CAM",42,92,63
230420,Pietrson Mendes,"CAM, ST, CM",54,1629,72
216860,V. Černý,"RM, RW",12,327,77
240925,L. Millar,"LM, LW",70,1952,72
207650,E. Krafth,"CB, RB, RM",46,13,73
212260,Hwang Ui Jo,"ST, CAM",167,113142,71
234799,Y. Demoncy,"CAM, CM, CDM",18,379,69
260162,M. Stroeykens,"CM, CAM",7,229,74
245319,Liziero,"CM, CDM",54,1891,70
229973,J. Piotrowski,"CM, CDM",37,55,69
277871,D. Tıknaz,"CDM, CM, CB",48,327,72
231280,Iván Alejo,"RM, LM, RB, RW",45,462,68
230005,T. Davies,"CM, CDM",14,1794,70
259191,M. Al Tamari,"RM, ST, LM, RW",164,74,75
246914,R. Rojas,"RB, CB, RM",58,111008,71
258949,Jofre,"RM, LM, RW",45,452,74
188335,A. Budimir,ST,10,479,82
198331,M. Vydra,ST,12,110468,74
231886,A. Muyl,"RM, RB, CM",95,114162,68
251599,Riki,"CM, CDM, CB",45,1854,70
224466,Ba Dun,"RB, RM",155,111774,67
236760,Kike Pérez,CM,45,205,74
253181,A. Tosin,ST,99,217,71
219655,F. Zampano,"LB, RB, RM, LM",27,1744,71
241938,N. Al Dawsari,"CM, CDM, LB, CAM",183,605,68
230439,Roldão Riso,"CDM, CB, CM",54,383,69
204850,T. Nguen,"ST, LM, CAM",36,710,71
230453,David Seijalbo,"CDM, CM",54,1035,76
257084,L. Ugochukwu,"CDM, CM",18,1796,73
240458,Ander Guevara,"CDM, CM",45,463,76
242003,D. Foulon,"LM, LB",7,230,72
247641,Tetê,"RM, RW",54,1884,77
202331,F. Quignon,"CDM, CM",52,111022,73
252000,D. Bradarić,"LB, LM",10,206,71
213105,L. Evans,"CM, CDM",50,1926,67
235634,G. Konan,"LB, LM",108,1888,72
258168,J. Oosterwolde,"LB, CB",34,326,76
278137,G. Nikas,"CM, CDM",22,1884,67
269701,N. Brown,"LB, LM",21,1824,77
227234,L. Tousart,"CDM, CM",18,378,74
234918,M. Nalepa,"CM, CDM, CAM",37,101025,66
230326,Lino Essier,CB,54,598,74
