Player_id,Nationality_id,nation_position,nation_jersey
253490,103,,
240956,52,,
222273,155,,
235842,27,,
229194,18,,
246097,45,,
247648,70,,
222052,167,,
228715,7,,
251001,35,,
177279,36,,
219780,38,,
263049,4,,
269962,123,,
214414,55,,
221336,18,,
72859,27,,
264349,14,,
271013,27,,
268474,27,,
76991,52,,
223680,21,,
237511,24,SUB,2
278228,21,,
205015,42,,
263389,48,,
270820,97,,
256741,13,,
199915,14,,
261875,195,,
257270,18,,
205818,14,,
76286,45,,
239875,54,,
262430,38,,
187936,18,,
260144,14,,
246335,52,,
251974,18,,
221767,167,,
213835,13,,
230482,54,,
80467,103,,
231512,14,,
233050,50,,
241245,195,,
226401,14,,
254824,38,,
205691,27,,
241793,161,,
252577,38,,
263854,46,,
260547,95,,
255174,18,,
197831,195,,
70114,46,,
275703,13,,
278030,14,,
200210,14,,
263701,83,,
227632,167,,
224069,103,,
239175,13,,
242263,13,,
274535,95,,
256118,21,,
229251,39,,
219525,52,,
263861,25,,
251592,50,,
231391,38,,
241130,103,,
269558,52,,
190738,36,,
71959,52,,
273693,14,,
243756,45,,
237101,167,,
241474,24,SUB,24
258626,31,,
216183,21,,
209039,46,,
213905,14,,
278172,18,,
268704,27,,
237732,34,,
261028,46,,
230313,54,,
260778,27,,
230316,54,,
277693,39,,
200904,27,,
79334,4,,
198131,39,,
79608,38,,
225793,14,,
254470,14,,
257307,21,,
219452,52,,
71230,55,,
270657,27,,
230984,60,,
263761,13,,
275290,46,,
229980,83,RCB,3
212592,95,,
203128,18,,
230522,54,,
73094,49,,
235658,13,,
73364,46,,
215703,54,,
208543,198,,
278452,52,,
246459,13,,
252859,95,,
270012,21,,
233151,163,,
242629,38,,
238792,21,,
232658,34,,
254680,129,,
263918,14,,
241412,57,,
237086,167,,
270371,14,,
266029,46,,
268083,52,,
219956,27,,
257090,18,,
200309,148,,
243061,167,,
243834,51,,
245893,14,,
265609,52,,
77450,57,,
211856,133,,
234385,21,,
275102,18,,
269471,34,,
239267,110,,
241835,34,,
261035,46,,
234180,59,,
239048,48,,
244685,106,,
275411,34,,
226260,27,,
274906,12,,
177373,13,,
251870,56,,
230402,54,,
258308,49,,
245286,12,,
250926,21,,
221491,47,,
199745,13,,
277832,133,,
255307,52,,
278351,27,,
226652,167,,
255339,70,,
209264,36,,
252021,34,,
220028,70,,
253057,14,,
223877,14,,
213644,21,,
250764,47,,
225679,57,,
252573,51,,
243871,42,,
225696,54,,
274355,45,,
263371,14,,
252883,11,,
199897,21,,
76509,144,,
225757,195,,
276452,38,,
246757,17,,
265446,59,,
248049,39,,
214777,52,,
253433,14,,
230144,136,,
264721,195,,
75286,60,,
239136,18,,
228642,14,,
277031,191,,
270905,117,SUB,17
260942,108,,
254804,52,,
252758,25,,
257368,27,,
233565,138,,
214622,21,,
263787,54,,
220031,42,,
200577,167,,
224648,155,,
234122,54,,
273564,133,,
184242,7,,
219585,43,,
227274,52,,
259802,59,,
233957,14,,
244709,51,,
248041,39,,
260343,183,,
240897,14,,
256281,21,,
208159,47,,
238379,13,,
225075,21,,
246592,45,,
248385,27,,
194138,82,,
254819,37,,
261993,45,,
227947,42,,
275328,48,,
270215,52,,
230047,21,,
72374,18,,
256441,55,,
240060,14,,
212419,14,,
212934,18,,
212682,14,,
235471,37,,
251104,18,,
250853,13,,
274406,46,,
74240,52,,
214065,55,,
277811,38,,
223810,14,,
251469,38,,
227667,7,,
269398,13,,
78426,117,,
255835,36,,
257886,37,RES,18
217699,97,,
237155,108,,
250724,103,,
244076,21,,
266100,45,,
233602,42,SUB,18
264581,14,,
271495,108,,
236947,133,,
246422,104,,
73379,27,,
76461,10,,
72622,103,,
237490,21,,
204979,116,,
252096,61,,
219841,52,,
259522,23,SUB,24
212165,46,,
255434,58,,
262604,18,,
211928,14,,
239842,22,,
222693,52,,
253694,21,,
254469,46,,
274452,12,,
79390,43,,
259107,27,,
241202,147,,
70726,97,,
230230,54,,
270680,1,,
237407,95,,
269175,14,,
237442,45,,
216467,14,,
203415,14,,
246169,45,,
212382,133,,
252574,10,,
226220,95,,
261300,25,SUB,13
244672,27,,
259268,136,,
256725,38,,
259543,59,,
223710,219,,
204275,42,,
243200,27,,
207886,13,,
257326,195,,
185144,27,,
266310,52,,
70996,14,,
228716,45,,
210548,27,,
230263,54,,
246137,14,,
74413,14,,
230836,36,,
219575,52,,
271297,54,,
202716,45,,
228077,155,,
273905,52,,
274934,42,,
233216,21,,
257031,18,,
262416,38,,
235026,14,,
205869,45,,
279350,195,,
201528,167,,
224057,52,,
234333,214,,
217439,204,,
202855,155,,
226686,21,,
239498,21,,
266386,61,,
222104,14,,
273051,52,,
234143,27,,
260267,53,,
252873,87,,
73162,45,,
272857,52,,
237024,21,,
230638,56,,
238062,110,,
251634,39,,
258043,51,,
234242,25,,
261637,60,,
78349,7,,
222477,14,,
70670,52,,
247310,10,,
252943,45,,
251411,37,,
242453,34,,
259111,56,,
259883,60,,
244793,12,ST,19
257338,52,,
268095,208,,
268622,18,,
279377,159,,
242800,14,,
73350,38,,
244870,14,,
267412,46,,
270507,27,,
201901,35,,
254637,46,,
238510,18,,
259786,52,,
265447,95,,
263657,24,,
251892,119,,
248821,18,,
239881,54,,
275736,21,,
229154,12,SUB,16
230978,133,,
230227,54,,
275028,54,,
221279,25,,
275048,129,,
277864,34,,
251519,18,,
264325,60,,
258953,17,SUB,24
266636,43,,
229517,45,,
77727,54,,
258465,44,,
72360,8,,
241588,45,,
269495,52,,
233911,45,,
236750,36,,
258526,18,,
254695,52,,
235247,14,,
270579,18,,
242423,14,,
246011,45,,
276998,38,,
188166,42,,
254220,59,,
216627,50,ST,13
230465,54,,
243283,13,,
218746,45,,
237185,50,,
242056,195,,
278157,56,,
73887,52,,
77233,219,,
216755,54,,
253108,4,,
271032,7,,
266433,21,,
246469,52,,
272844,52,,
277197,57,,
230350,54,,
80871,23,RES,21
246009,195,,
212990,35,,
277503,108,,
74002,56,,
212244,21,,
241941,18,,
76064,52,,
247333,36,,
263465,18,,
229947,119,,
227911,72,,
236109,54,,
239696,219,,
246100,36,,
274270,98,,
258911,133,,
218208,55,,
274536,70,,
265577,219,,
219774,45,,
269184,18,,
221826,155,,
220039,35,SUB,9
252810,167,,
236172,54,,
264846,45,,
239505,37,,
71084,47,,
243886,13,,
230846,77,,
198347,52,,
222156,14,,
230864,14,,
255196,14,,
256735,47,,
73450,45,,
251380,18,,
74232,52,,
253440,183,,
271118,34,,
241171,34,,
278292,14,,
277030,1,,
273982,52,,
219712,60,,
243009,70,,
224067,13,,
268618,7,,
252746,27,,
227916,81,,
74071,27,,
260186,21,,
258932,14,,
241783,95,,
73864,54,,
230283,54,,
254347,52,,
271246,21,,
240271,22,,
220819,195,,
273582,51,,
242612,147,,
275690,48,,
222714,50,,
235269,39,,
269329,50,,
253463,48,,
70937,98,,
274212,45,,
234028,54,,
235824,55,,
215353,52,,
224855,42,,
74072,27,,
75355,49,LM,14
209504,46,,
221284,18,,
271993,36,,
225410,129,,
236164,54,,
241809,183,,
221847,155,,
256669,103,,
271006,56,,
231848,18,,
256952,42,,
239043,48,,
272839,52,,
264179,45,,
260340,45,,
263672,145,,
270073,21,,
229375,14,,
213763,17,SUB,11
233993,54,,
228111,25,,
239125,36,,
276259,43,,
70948,36,,
213815,13,,
275771,54,,
247360,47,,
262721,13,,
230466,54,,
253250,58,,
250952,10,,
236617,7,,
246874,14,,
240475,27,,
233822,56,,
267888,61,,
241269,13,,
70011,108,,
232062,46,,
244863,129,,
213899,56,,
235915,14,,
76945,129,,
247185,10,,
257713,27,,
213689,14,,
256453,46,,
275912,27,,
243169,129,,
70628,43,,
203500,14,,
233711,34,,
220915,27,,
240439,42,,
210489,4,,
244288,25,SUB,10
253251,58,,
276302,51,,
269912,21,,
212321,21,,
222065,57,,
226419,52,,
226436,34,,
276367,21,,
270999,4,,
258713,108,,
275360,54,,
206518,25,,
252088,45,,
253122,126,,
222405,25,,
262091,116,,
223186,13,,
277464,101,,
262149,18,,
263437,60,,
254996,18,,
272931,46,RES,20
252974,195,,
184111,7,,
251440,21,,
253239,58,,
246840,55,,
253246,60,,
238660,48,,
262222,34,,
191058,39,,
262498,45,,
244322,77,,
264295,36,,
218985,37,,
253296,60,,
236147,54,,
233591,45,,
214906,50,,
274555,45,,
264578,52,,
72586,49,,
242578,18,,
207513,25,,
247195,155,,
246431,27,,
244133,21,,
193957,56,,
70335,60,,
271816,14,,
80073,12,,
259790,173,,
251352,70,,
72419,57,,
251107,18,,
242660,21,,
73453,54,,
210413,27,,
224763,37,,
222461,38,,
273933,18,,
266272,18,,
234019,54,,
212267,38,,
202033,25,,
228145,55,,
272968,46,,
255817,57,,
257397,18,,
226167,21,,
261000,52,,
262794,59,,
73615,14,,
204687,37,,
236944,126,,
251800,48,,
235161,133,,
240289,45,,
238758,42,,
238775,37,,
233400,36,,
239042,183,,
79049,45,,
253385,60,,
235991,52,,
229605,14,,
243966,60,,
211204,50,,
255256,52,,
248602,14,,
248107,39,,
75055,45,,
237122,52,,
269385,13,,
233560,167,,
236890,195,,
228211,52,,
210304,21,,
261011,52,,
246682,14,,
257946,117,SUB,2
230302,54,,
183966,52,,
235425,95,,
244143,39,,
257204,108,,
273080,52,,
251579,167,,
235454,18,,
264392,18,,
237000,95,,
244680,70,,
252884,50,,
264665,45,,
220633,82,,
208861,18,,
230126,14,,
258041,45,,
197655,60,,
241186,12,SUB,13
253475,21,,
248101,39,,
257068,61,,
246860,36,,
277614,52,,
72315,21,,
277119,126,,
277887,21,,
211591,18,,
276365,21,,
263065,21,,
252339,38,,
200122,7,,
223933,46,SUB,22
246728,101,,
252125,21,,
279548,58,,
271373,45,,
251420,138,,
239397,117,,
244550,37,,
270956,27,,
263025,21,,
257411,18,,
247955,39,,
263061,21,,
224662,21,,
205210,46,,
231835,18,,
257692,219,,
241064,52,,
269739,52,,
241601,56,,
233924,52,,
73413,45,,
248010,1,,
231640,45,,
244706,21,,
227558,95,,
232437,60,,
189177,42,,
268283,57,,
270339,54,,
212485,34,,
251401,18,,
274187,54,,
259861,61,,
228886,27,,
245042,155,,
234294,17,,
238647,21,,
75093,14,,
267862,4,,
246875,108,,
254315,14,,
257917,36,,
266110,37,,
232865,167,,
231588,45,,
79014,57,,
264880,18,,
201136,18,,
186296,40,,
70862,49,,
247257,54,,
261084,136,,
268772,182,LS,19
254951,52,,
266218,53,,
244474,39,,
278789,18,,
80909,20,,
264215,21,,
211999,21,,
239138,167,,
241711,14,,
270901,21,,
252470,38,,
74049,18,,
193601,52,SUB,6
240453,126,,
229448,18,,
243787,1,,
201041,18,,
278359,13,,
263006,45,,
243807,42,,
242019,52,,
200806,14,,
245863,18,,
75628,45,,
275054,56,,
220019,14,,
276085,45,,
230524,54,,
269952,31,,
218534,3,,
252327,45,,
73135,21,,
269745,129,,
224690,155,,
263107,129,,
228303,45,,
271572,27,,
264160,45,,
276712,97,,
239084,46,,
221422,24,RCB,5
235253,21,,
70902,116,,
253713,58,,
73502,132,,
190239,14,,
245565,97,,
192319,14,,
271688,20,,
216416,21,,
211042,9,,
238195,24,,
238196,24,SUB,25
248698,49,RES,5
234108,52,,
250763,21,,
266390,95,,
274078,38,,
223907,46,,
190633,13,,
262334,34,,
270037,181,,
257247,195,,
241900,21,,
234991,146,,
230394,54,,
233732,133,,
229914,25,,
246047,95,,
265774,7,,
258104,52,,
230207,54,,
230464,54,,
254529,14,,
256325,10,RCB,6
233034,52,,
79186,45,,
245336,14,,
222045,42,,
212830,195,,
238177,14,,
253036,110,,
258930,14,,
257396,18,,
252793,14,,
274570,52,,
253073,120,,
193177,108,,
205481,14,,
274096,47,,
234683,47,,
236988,14,,
212424,95,,
235216,14,,
276694,47,,
80342,45,,
262362,42,,
268763,117,SUB,24
71910,52,,
203751,14,,
254449,57,,
231954,155,,
211987,21,,
199191,18,,
268312,18,,
234015,54,,
230436,54,,
270131,27,,
277305,36,,
262733,36,,
270415,45,,
242000,22,,
260178,45,,
229974,18,,
231254,23,SUB,2
247140,14,,
265578,129,,
268916,21,,
246392,14,,
203902,60,,
246910,52,,
279428,195,,
259978,61,,
279710,36,,
216227,14,,
241335,155,,
236217,21,,
214986,52,,
75211,45,,
251341,18,,
209359,195,,
257490,195,,
275415,45,,
202968,167,,
222937,14,,
264159,45,,
228834,36,,
214250,56,,
237036,14,,
229624,45,,
221953,14,,
222982,18,,
272651,25,,
199960,14,,
240677,36,,
203308,195,,
238895,54,,
211514,14,,
237884,21,,
71998,14,,
243271,48,,
256331,183,,
240207,155,,
254578,52,,
73348,97,,
264838,45,,
252044,52,,
236432,52,,
222355,27,,
251313,7,,
189619,14,,
208052,117,,
243392,50,SUB,9
73412,45,,
267720,12,,
203725,92,,
275162,27,,
213724,45,,
245981,167,,
263649,21,,
271344,52,,
257265,54,,
245238,45,,
193532,55,,
214784,52,,
229123,50,,
256778,13,,
211982,21,,
274191,163,,
234258,14,,
76311,54,,
245017,103,,
206115,82,,
263721,56,,
236344,25,,
244280,21,,
239418,21,,
211004,167,,
277565,219,,
242506,183,,
251466,7,,
259410,58,,
210004,21,,
75605,45,,
230229,54,,
255319,60,,
277598,136,,
263522,57,,
227682,14,,
235899,34,,
248201,9,,
253579,61,,
70298,38,,
72866,104,,
262314,36,,
226221,45,,
232901,183,,
261063,167,,
80593,22,,
80357,133,,
269292,52,,
229367,14,,
248060,39,,
225293,136,,
244027,21,,
246348,56,,
234061,61,,
240209,105,,
272726,27,,
234358,116,,
255352,52,,
279932,52,,
225922,14,,
259726,195,,
253076,39,,
261016,52,,
188825,97,,
191390,110,,
244134,48,,
277426,38,,
70331,46,,
262848,14,,
236510,23,ST,9
273127,28,,
246007,195,,
260601,52,,
278523,45,,
211203,14,,
251908,13,,
239631,103,,
243473,195,,
269087,18,,
79397,34,,
234826,45,,
240978,25,,
269164,111,,
198261,95,LCB,13
247677,155,,
242052,58,,
262024,55,,
254858,14,,
255894,56,,
235416,4,,
231065,198,,
255386,52,,
262042,18,,
74142,58,,
251809,34,,
242085,14,,
228518,36,SUB,21
251052,39,,
199088,155,,
264372,27,,
224447,195,,
268755,27,,
254422,57,,
240603,25,,
190939,159,,
275951,37,,
196848,59,,
260094,54,,
222472,36,,
266256,133,,
279832,36,,
275742,13,,
72745,52,,
243252,14,,
70971,54,,
213064,72,,
268874,61,,
226378,52,,
251212,52,,
246609,52,,
243044,133,,
247412,18,,
70007,13,,
222329,37,,
247674,39,,
268926,27,,
223629,183,,
199313,108,,
222373,55,,
242090,36,,
252084,54,,
230329,54,,
240057,18,,
248777,18,,
251855,18,,
261072,52,,
244736,18,,
229378,14,,
244497,54,,
215065,52,,
244522,4,,
260653,14,,
224062,37,,
76098,133,,
279109,45,,
277839,15,,
213846,55,,
277849,52,,
221024,13,,
266606,36,,
237169,14,,
224115,38,,
74364,14,,
273537,7,,
241543,25,,
256149,58,,
247203,12,,
250807,48,,
251831,60,,
248774,14,,
258758,70,,
264137,18,,
202698,14,,
258766,45,,
244950,52,,
253910,57,,
220649,46,,
277482,43,,
199151,58,,
268273,144,,
270834,97,,
235771,14,,
262396,160,,
225533,108,,
252927,27,,
243464,95,,
247821,219,,
272911,52,,
186127,50,,
228375,52,,
278813,45,,
258365,38,,
277327,27,SUB,15
256343,54,,
258137,52,,
255594,163,,
278400,45,,
263303,37,,
223379,46,,
275861,34,,
266648,60,,
241055,45,,
230561,34,,
247721,21,,
259249,95,,
270536,13,,
277193,54,,
228815,50,,
255699,43,,
262363,42,,
230382,54,,
253170,23,RCB,5
254211,57,,
238086,140,,
245769,21,,
264219,34,,
269084,21,,
240669,95,,
210719,21,,
268581,52,,
270379,14,,
251951,27,,
235315,39,,
236600,14,,
242489,45,,
259131,13,,
255558,48,,
72775,8,,
262728,39,,
212040,36,,
244054,14,,
245084,7,,
233309,55,,
264286,48,,
277346,82,,
241523,17,,
73853,104,,
254333,8,,
252551,51,,
268937,27,,
267406,60,,
225682,57,,
230292,54,,
213661,13,SUB,6
271010,138,,
73638,117,,
209062,46,,
262825,37,,
238505,25,SUB,14
227764,32,,
268484,60,,
256476,18,,
255206,14,,
252149,7,,
246777,46,,
229628,45,,
245770,39,ST,19
253202,167,,
253461,14,,
262936,21,,
239393,4,,
238636,21,,
272687,95,,
245582,17,SUB,19
266831,129,,
70481,27,,
70229,35,,
236637,14,,
225381,27,,
230246,54,,
241266,18,,
233588,45,,
226430,15,,
275592,34,,
79242,34,,
279713,36,,
204458,14,,
254148,46,,
228805,45,,
227288,14,,
262384,4,,
225532,18,,
247037,52,,
230399,54,,
271362,48,,
233986,54,,
260098,85,,
267784,58,,
251662,44,,
242712,13,,
235292,27,,
259105,45,,
238631,21,,
251439,18,,
215601,39,,
242997,21,,
231743,14,,
238922,70,,
72542,4,,
268131,14,,
273008,34,,
244599,18,,
231801,183,,
235133,27,,
230014,14,,
237721,183,,
243618,4,,
213670,46,,
223402,48,,
246974,130,,
242628,95,,
80589,34,,
276949,45,,
247001,25,,
264683,27,,
203244,182,,
258284,52,,
74992,126,,
187132,59,,
260099,85,,
275225,39,,
73256,38,,
248360,13,,
77359,60,,
239919,108,,
258355,36,,
221750,38,,
70203,52,,
242755,57,,
265812,45,,
236885,95,,
248661,136,,
235101,37,,
243041,21,,
242791,95,,
72825,117,,
224890,38,,
270206,45,,
225927,18,,
211595,14,,
245908,56,,
261019,52,,
219581,18,,
258749,14,,
241344,155,,
72654,38,,
230370,54,,
222440,155,,
271856,18,,
199667,52,,
258036,42,SUB,22
258817,60,,
242436,82,,
234022,54,,
226087,45,,
235815,47,,
257063,14,,
271156,24,,
264010,36,,
239690,21,,
260951,25,SUB,19
271198,1,,
252001,14,,
248169,12,,
277870,27,,
252278,167,,
244087,21,,
237179,136,,
239740,116,,
277630,18,,
220030,18,,
214676,27,,
263076,21,,
231600,45,,
235955,97,,
244147,39,,
245439,52,,
237772,7,,
240332,54,,
209361,198,,
208852,14,,
256980,47,,
263131,31,,
78837,129,,
226050,21,,
266501,18,,
78858,45,,
256780,23,LCB,4
245268,183,,
248604,18,,
256035,117,,
212778,167,,
79150,27,,
279599,47,,
230449,54,,
253758,39,,
244034,37,,
252484,39,,
236877,104,,
268903,14,,
238704,54,,
251761,27,,
277118,136,,
245384,13,,
206219,45,,
251275,42,,
201114,37,,
255144,60,,
222123,95,,
269493,54,,
76477,103,,
76227,10,,
253895,61,,
235222,7,,
230876,14,,
257244,47,,
225508,108,,
72677,18,,
230118,55,,
225785,14,,
264192,79,,
261390,14,,
276258,18,,
239666,21,,
229171,21,,
228666,85,,
278096,27,,
180561,182,SUB,25
239443,25,,
278101,35,SUB,8
233572,133,,
244843,110,,
212591,95,SUB,22
199027,14,,
269690,52,,
255360,198,,
198032,14,SUB,12
255637,55,,
240535,14,,
263837,45,,
232861,163,,
236706,46,,
263075,7,,
206243,18,,
241075,35,SUB,24
269748,18,,
215993,52,,
229819,4,,
72892,7,,
206536,14,,
256216,14,,
77021,52,,
239099,21,,
73215,45,,
278530,45,,
240131,54,,
270854,60,,
228368,14,,
72721,38,,
256788,214,,
203287,50,,
216349,10,,
204353,42,,
69963,60,,
259162,21,,
75618,56,,
212601,47,,
279934,52,,
238464,44,,
276609,183,,
252555,14,,
270738,52,,
278430,52,,
236454,108,,
258731,98,,
253366,57,,
263353,21,,
271805,45,,
209602,27,,
234464,52,,
206562,50,,
248548,83,,
204280,45,,
223229,39,,
258822,4,,
79111,22,,
236551,14,,
257803,39,RES,7
262668,18,,
257293,140,,
255000,133,,
213018,14,,
238375,53,,
225849,21,,
270658,27,,
211522,59,,
229209,52,,
242267,56,,
251229,27,,
275051,7,,
215410,18,,
230521,54,,
79746,163,,
265610,80,,
230559,49,,
237985,4,,
250791,25,,
279464,195,,
275634,4,,
245428,14,,
269237,1,,
268738,36,,
232646,52,,
255436,58,,
240099,47,,
238593,21,,
258823,34,,
240661,27,,
252700,195,,
259615,59,,
236074,54,,
198704,14,,
242492,56,,
261438,52,,
230991,80,,
274000,145,,
72790,27,,
276311,95,,
276316,21,,
204638,23,CB,6
255329,167,,
267625,52,,
230515,54,,
244083,21,,
254067,57,,
251002,21,,
271000,4,,
236459,37,,
276668,21,,
233404,56,,
243664,4,,
226514,42,,
268758,27,,
209368,14,,
240600,183,,
272863,25,,
243175,167,,
247278,95,,
259054,38,,
242160,36,,
255222,61,,
275986,45,,
206104,48,,
211736,21,,
198177,34,,
255529,126,,
75320,101,,
199761,37,,
274259,53,,
73048,43,,
230493,54,,
239981,21,,
243064,167,,
263034,5,,
237708,126,,
267409,60,,
246164,52,,
251028,117,,
243619,34,,
251819,14,,
251337,45,,
216524,18,,
243921,37,,
235988,45,,
267993,3,,
262117,21,,
205559,126,,
243976,45,,
274726,49,,
73260,24,,
73518,45,,
211009,25,,
275785,54,,
233051,14,,
271980,13,,
176246,47,,
276602,21,,
233098,85,,
205966,21,,
247950,39,,
236943,57,,
241552,195,,
275347,14,,
241821,118,,
219551,25,,
70569,46,,
270518,103,,
234986,22,,
279543,195,,
259834,53,,
267778,38,,
78342,7,,
224271,4,,
263703,14,,
205596,14,,
237347,214,,
260388,52,,
208165,1,,
271673,54,,
271932,34,,
254787,45,,
239960,36,,
275554,27,,
233835,37,,
228464,167,,
277885,28,,
225152,34,,
252302,97,,
226197,155,,
277684,45,,
234935,38,,
225998,25,,
258771,51,,
226781,95,,
255197,52,,
277216,108,,
239350,42,,
240640,52,,
245766,163,,
227594,56,,
277025,122,,
234025,54,,
204077,136,,
277807,24,,
246329,18,,
255293,48,,
255049,14,,
208462,34,,
222830,52,,
267632,23,,
240501,22,,
252031,21,,
252033,38,,
238220,45,,
258700,52,,
215708,18,,
193185,14,,
74163,45,,
265431,39,,
238043,183,,
262906,21,,
264188,163,,
78343,134,,
202515,45,,
70164,13,,
246550,18,,
255767,195,,
271399,27,,
204078,37,,
266033,95,,
272947,52,,
244022,126,,
75839,14,,
242509,37,,
250960,13,,
245867,103,,
253549,59,,
253551,59,,
243574,70,,
279431,159,,
262026,7,,
70283,38,,
261262,52,,
239768,37,,
224430,21,,
243891,13,,
278455,52,,
277178,108,,
269758,70,,
233409,37,,
70096,46,,
230613,118,,
243672,167,,
228076,155,,
221425,163,,
256500,21,RES,26
200440,50,,
233984,54,,
79121,27,,
70166,36,,
277540,47,,
231207,56,,
259120,14,,
277848,52,,
262754,21,,
264290,54,,
260195,25,,
208999,14,,
243047,61,,
70768,18,,
259456,37,,
262299,45,,
268450,34,,
241827,45,,
240813,14,,
225200,45,,
256954,21,,
225738,45,,
242635,133,,
264157,81,,
79338,126,,
226296,155,,
267771,25,,
259608,25,ST,9
274970,95,,
239909,21,,
199206,10,,
276022,18,,
252487,133,,
269643,45,,
220493,27,,
255579,129,,
225383,25,,
205943,39,,
278391,45,,
275070,54,,
230275,54,,
236427,46,,
255886,52,,
230296,54,,
190620,14,,
80304,191,,
215995,52,,
212939,18,,
226510,24,LCB,20
263634,38,,
220886,198,,
275418,129,,
275192,10,SUB,19
71170,13,,
222729,54,,
70922,51,,
263947,54,,
257809,39,,
215572,45,,
248855,13,,
233245,25,,
245278,38,,
211746,21,,
272932,46,,
264485,48,,
246827,122,,
245040,155,,
272990,52,,
276831,52,,
220785,10,,
230801,183,,
265643,21,,
238763,54,,
275639,4,,
189881,14,,
262586,10,,
272829,54,,
240329,21,,
226507,14,,
262349,13,,
76751,52,,
273114,21,,
74209,45,,
74978,87,,
153060,52,,
241397,14,,
233486,45,RCB,3
231706,56,,
220198,219,,
263987,18,,
239925,21,,
229942,18,,
236364,25,,
261970,59,,
167512,14,,
259673,34,,
271969,52,,
238953,21,,
72824,44,,
230277,54,,
244869,52,,
240317,44,,
242624,25,,
264644,35,,
73673,95,,
209613,27,,
244181,40,,
232670,55,,
268776,182,LB,24
230132,51,,
245751,183,,
74233,54,,
73217,39,,
70162,14,,
211240,97,,
235817,56,,
258604,37,,
237633,20,,
75074,52,,
233804,14,,
208974,183,,
276047,120,,
271451,38,,
214896,14,,
230260,54,,
278926,7,,
251288,10,,
70053,52,,
277719,45,,
217047,87,,
255454,48,,
72159,14,,
79327,8,,
245231,57,,
236800,56,,
252164,61,,
234249,14,,
272916,46,,
266774,167,,
234007,54,,
77080,13,,
277786,58,,
271645,120,,
239901,4,,
228382,14,,
263464,4,,
244783,4,,
266815,42,RM,17
253010,162,,
210259,111,,
262752,61,,
236390,45,,
230247,54,,
262255,138,,
79480,45,,
267931,55,,
254368,57,,
252590,45,,
222165,46,,
276189,8,,
242156,183,,
150525,59,,
234497,50,,
269842,163,,
247060,190,,
257051,21,,
201514,110,,
257072,36,,
192816,60,,
238643,21,,
222262,133,,
264507,52,,
214333,55,,
225125,14,,
273548,95,,
236173,54,,
251291,155,,
236956,55,,
204451,48,,
228017,155,,
247476,95,,
262587,10,,
270554,21,,
223969,42,,
234727,21,,
260086,45,,
76537,104,,
256508,52,,
270341,18,,
265761,27,,
247330,13,,
279076,59,,
70185,36,,
241967,21,,
79930,219,,
237642,27,,
222798,167,,
257104,42,RES,24
270931,18,,
74835,52,,
274516,117,,
242004,167,,
210263,25,,
70249,51,,
234107,52,,
260235,126,,
271247,18,,
224438,37,SUB,16
261563,59,,
76740,45,,
251339,52,,
264416,34,,
263914,25,,
78060,14,,
243949,37,,
75263,45,,
276736,44,,
251651,52,,
217606,117,,
251143,36,,
201240,14,,
256282,21,,
79389,52,,
246054,14,,
71997,14,,
70728,21,,
270923,163,,
239179,10,,
206159,27,,
239441,45,,
257877,4,,
273752,34,,
274522,61,,
240226,40,,
271716,18,,
205158,45,,
270455,14,,
254840,51,,
262538,13,,
214923,183,,
225692,21,,
279453,195,,
237469,103,,
259767,195,,
79032,85,,
231366,4,,
76488,52,,
247500,45,,
74445,129,,
237286,25,,
243445,21,,
243203,13,,
233476,58,,
256271,39,,
277269,45,,
214308,55,,
272422,60,,
245041,155,,
239672,36,,
262224,36,,
233812,98,,
270679,25,,
242525,21,,
245870,18,,
259184,59,,
245368,48,,
229249,25,,
74370,108,,
205972,60,,
258728,45,,
265396,45,,
242623,36,,
240589,45,,
263897,38,,
80601,54,,
72423,45,,
255474,14,,
268536,21,,
277752,38,,
261880,54,,
272891,46,,
276485,27,,
71944,52,,
272648,17,SUB,21
275988,14,,
228136,56,,
254786,45,,
81475,133,,
269639,45,,
238160,48,,
276819,52,,
232826,52,,
251528,133,,
201876,36,,
72858,27,,
257437,50,,
220851,52,,
248245,36,,
262081,45,,
259272,21,,
226506,208,,
72909,42,,
251342,4,,
266709,35,,
271320,13,,
269796,52,,
247782,13,,
264681,14,,
72180,27,,
237307,95,,
241157,18,,
72454,14,,
223510,119,,
245531,50,,
72754,54,,
266041,27,,
269116,23,,
266050,116,,
262981,42,,
279881,48,,
244824,55,,
221534,25,,
259423,45,,
269155,54,,
79972,27,,
224618,155,,
252016,21,,
263029,45,,
266871,14,,
236675,21,,
260739,60,,
228744,56,,
214924,42,,
230288,54,,
72869,5,,
238270,46,,
258494,45,,
243923,104,,
70111,46,,
233710,52,,
234222,167,,
273651,14,,
239091,4,,
79093,27,,
240632,195,,
231932,159,,
262398,34,,
274195,53,,
278040,14,,
255008,9,,
258095,52,,
261172,52,,
230459,54,,
251198,14,,
260930,18,,
69957,52,,
236113,54,,
263250,18,,
274264,21,,
236889,54,,
255838,37,,
246118,48,,
274046,60,,
258942,39,,
233097,34,,
255140,45,,
74150,27,,
238759,38,,
257194,104,,
279473,27,,
261304,42,,
234426,54,,
256731,108,,
276191,21,,
203746,45,,
243960,21,,
70943,52,,
73511,126,,
264492,45,,
248110,39,,
277295,36,RES,22
271666,14,,
230454,54,,
246604,95,,
273750,38,,
246112,18,,
266113,17,,
240773,50,,
277897,103,,
220821,46,SUB,15
221856,155,,
