Player_id,Age,DOB,Release_clause,Preferred_Position,Height,Weight,Wages,Weak_foot
205210,32,1992-07-14,748000,"CDM, CM, CB",171,68,4000,3
231835,30,1994-09-20,2700000,ST,191,86,13000,3
257692,25,1999-07-09,2900000,"ST, LM, LW",180,72,7000,3
241064,28,1997-02-21,3600000,CB,179,72,14000,3
269739,24,2000-09-01,3200000,"LB, LM",175,71,5000,2
241601,27,1998-05-19,5500000,"LM, RM, CM, LW",163,65,18000,3
233924,26,1999-03-09,4400000,"LM, RM, CAM, LW",170,68,12000,3
73413,29,1995-11-30,3600000,"RW, RM",179,75,9000,3
248010,32,1993-03-12,540000,"CDM, CM",178,75,1000,2
231640,27,1997-09-09,5100000,"LM, RM, ST, LW",172,75,9000,3
244706,34,1991-02-03,1400000,ST,185,85,10000,3
227558,29,1996-04-26,,ST,191,86,9000,3
232437,30,1994-12-01,1700000,"CB, LB",178,73,8000,3
189177,33,1991-08-24,525000,"CM, CDM",170,72,1000,2
268283,28,1996-10-29,1100000,CB,178,75,6000,3
270339,22,2002-10-12,4900000,"CM, CDM",178,70,10000,3
212485,30,1995-01-16,1200000,"CB, CDM",184,74,5000,4
251401,24,2001-02-18,6600000,"LM, RM, ST, LW",179,78,14000,3
274187,25,2000-05-07,7600000,CB,188,82,19000,4
259861,27,1997-09-10,2400000,"ST, CAM",184,77,10000,3
228886,28,1997-05-10,1900000,"CAM, ST, CM",178,70,2000,3
245042,26,1999-01-15,1100000,"LB, CM, RM, LM",180,64,5000,3
234294,27,1998-01-25,2200000,"CM, CDM",178,72,8000,2
238647,29,1995-08-20,834000,"RM, RW",183,79,950,3
75093,19,2006-03-17,5100000,"CM, CAM",180,72,8000,3
267862,22,2003-01-24,5700000,"RB, RM",180,75,11000,3
246875,24,2001-01-04,51500000,CB,191,82,57000,3
254315,24,2001-03-12,1800000,"CM, CDM",190,73,900,3
257917,24,2001-04-29,1700000,"CDM, LB, RB, CM",185,75,2000,3
266110,22,2003-05-08,1700000,"CM, CDM, CAM",182,75,1000,4
232865,32,1993-03-01,875000,"RB, LB, LM, RM",174,70,3000,3
231588,28,1997-04-30,3700000,"RB, LB, RM",174,68,19000,3
79014,32,1993-05-26,1200000,"CAM, LM, RM, CM",170,67,2000,3
264880,21,2003-09-08,6500000,"RM, ST, RW",180,67,19000,3
201136,33,1991-11-15,1500000,RB,180,76,8000,4
186296,37,1988-02-18,375000,"CB, CDM, CM",190,81,5000,4
70862,19,2006-02-04,5100000,"CM, CAM, RM",170,68,4000,3
247257,26,1998-11-23,59500000,CB,185,73,54000,2
261084,25,2000-03-23,5400000,ST,178,72,13000,3
268772,28,1996-08-19,,"ST, RW",180,69,0,4
254951,24,2000-10-09,2200000,CM,182,74,5000,3
266218,32,1992-09-14,1000000,"RM, CM, LM, RW",175,70,5000,3
244474,33,1991-11-18,574000,"CDM, CM",175,73,2000,4
278789,20,2005-02-17,,"CM, CDM",187,78,8000,3
80909,25,1999-11-29,1800000,"RM, RB, RW",183,70,4000,4
264215,24,2001-01-14,2200000,"LM, CM, CAM, LW",186,80,5000,3
211999,31,1994-01-27,6600000,"CDM, CM",189,86,31000,3
239138,25,1999-09-20,7100000,"CAM, ST, CM",179,71,25000,4
241711,25,1999-09-11,1300000,"CM, CB, CDM",182,76,900,4
270901,20,2005-01-31,,"CM, CAM",180,76,7000,4
252470,22,2003-04-10,,"CAM, CM",175,68,6000,3
74049,21,2004-06-17,5900000,"LB, LM",178,68,3000,3
193601,34,1991-06-27,3400000,CB,187,82,19000,3
240453,25,1999-07-10,20800000,CB,186,83,14000,3
229448,28,1997-01-19,2400000,ST,184,80,10000,3
243787,29,1996-04-12,2500000,"CDM, CM",185,72,8000,3
201041,34,1991-04-12,900000,LB,182,78,7000,2
278359,19,2005-12-16,6200000,"LM, LB, LW",180,70,6000,3
263006,25,2000-06-08,,"LB, LM",177,63,13000,2
243807,30,1995-05-18,788000,"CM, CDM",170,70,2000,3
242019,29,1996-06-10,2900000,"ST, CAM, CM",179,70,11000,3
200806,34,1990-12-29,481000,"CM, CDM",180,72,800,2
245863,25,2000-06-21,9800000,"RB, RM",179,75,26000,2
75628,21,2004-05-24,14700000,"RW, RM",186,76,36000,2
275054,21,2003-10-03,4400000,"RB, RM",171,66,3000,3
220019,29,1996-02-24,2100000,"LM, ST, RM, LW",182,70,3000,4
276085,26,1999-03-02,2700000,CM,178,72,5000,3
230524,29,1996-02-29,11600000,"ST, CAM",178,72,28000,3
269952,21,2004-05-24,2000000,"LW, LM",175,68,2000,2
218534,32,1993-05-23,1500000,"ST, CAM, LM, CM",184,75,11000,3
252327,24,2000-08-24,,"LB, LM",171,66,21000,3
73135,26,1999-06-14,4000000,"CB, CDM",185,81,12000,3
269745,24,2001-05-29,,"CDM, CM",189,75,16000,3
224690,31,1993-09-15,426000,"CB, LB",188,88,5000,3
263107,23,2001-10-31,6000000,"LM, RM, LW",165,55,3000,2
228303,33,1992-04-25,506000,"ST, RM, LM, CAM",175,67,2000,3
271572,22,2003-02-07,2600000,"CB, LB, LM",185,71,900,3
264160,26,1998-09-20,6100000,"CM, CDM",179,74,20000,3
276712,23,2001-11-06,5000000,"RM, RW",179,73,14000,3
239084,24,2001-05-24,1900000,"CDM, CM",179,83,2000,3
221422,31,1993-08-05,8400000,CB,188,83,22000,3
235253,28,1997-02-11,943000,"RB, CM, RM",174,73,1000,4
70902,20,2004-09-29,5400000,"LW, ST, LM",179,74,5000,2
253713,23,2001-12-06,2500000,"LB, LM",177,77,2000,2
73502,23,2002-01-01,5000000,"LB, LM",184,75,13000,2
190239,33,1991-07-02,403000,"CB, RB, LB, RM",187,84,950,2
245565,26,1999-01-02,2500000,"RW, ST, RM",185,77,10000,1
192319,32,1993-05-21,700000,"LB, CB",179,73,1000,3
271688,24,2001-02-15,13000000,"LW, LM",175,63,9000,3
216416,30,1995-06-18,1600000,"RB, LB, RM",184,79,9000,4
211042,33,1992-02-19,709000,"RW, CM, RM",185,75,2000,4
238195,31,1994-03-10,750000,"RM, RB",184,75,2000,4
238196,26,1999-05-15,2200000,"LM, LW",177,75,6000,3
248698,26,1999-02-27,15900000,"CB, RB, LB",184,73,20000,2
234108,26,1999-03-18,,"CAM, ST, CM",175,74,11000,2
250763,27,1998-04-18,1500000,"ST, CAM",179,78,900,2
266390,25,2000-04-21,2900000,"CB, CM, CDM",183,73,4000,3
274078,22,2003-04-03,,"CAM, CM, CDM",164,63,6000,3
223907,30,1995-02-28,1100000,"RB, RM",185,80,5000,2
190633,35,1989-07-27,553000,CB,192,85,7000,3
262334,23,2002-02-24,6000000,"CDM, CM",168,63,7000,4
270037,23,2001-08-27,2800000,"CM, CAM, CDM",170,70,3000,3
257247,23,2002-01-16,1100000,"CAM, RM, ST",173,73,1000,3
241900,26,1998-07-02,1800000,"CDM, CM",188,78,3000,3
234991,27,1997-10-28,894000,"CM, RM",174,72,3000,3
230394,29,1996-02-29,3500000,"LM, LW",179,79,12000,3
233732,27,1997-08-29,8300000,"ST, LM, LW",181,79,13000,4
229914,28,1996-10-01,438000,"CM, RB, CAM",188,71,500,3
246047,24,2000-11-14,1500000,"CDM, CM",183,72,2000,3
265774,23,2002-06-12,16200000,CB,191,75,29000,3
258104,22,2003-05-19,4000000,"RM, CM, RW",179,74,13000,3
230207,29,1996-02-29,7700000,CB,192,79,12000,3
230464,29,1996-02-29,5100000,"CAM, RM, CM",183,74,15000,4
254529,23,2001-12-08,6300000,"RB, LB, RM",181,73,15000,3
256325,25,2000-02-28,25800000,CB,185,82,19000,3
233034,30,1995-01-04,,"CM, CDM",183,77,5000,3
79186,23,2002-04-03,2800000,"CM, CAM",175,65,2000,4
245336,28,1997-05-23,20700000,CB,194,89,60000,4
222045,30,1995-05-29,2000000,CB,183,75,5000,3
212830,29,1995-09-15,1600000,"RM, LM, LW, RW",178,73,4000,3
238177,25,2000-01-27,1200000,"CDM, CM",181,68,700,3
253036,23,2002-03-16,,"RM, ST, RW",170,68,16000,2
258930,23,2001-12-09,7800000,ST,176,72,36000,4
257396,25,2000-06-06,4800000,"LM, RM, CAM, LW",172,63,17000,3
252793,23,2002-01-30,16800000,CB,188,73,37000,3
274570,23,2001-07-22,3200000,"LM, RM, ST, LW",180,84,5000,3
253073,28,1997-05-26,5800000,CB,193,75,8000,3
193177,35,1990-02-03,125000,"LB, LM",170,73,2000,3
205481,28,1996-07-15,1100000,"ST, LM, CAM, LW",178,65,850,3
274096,20,2005-03-21,2100000,"LB, CB, LM",180,79,4000,3
234683,26,1999-06-22,4400000,ST,185,81,10000,4
236988,26,1999-05-30,10900000,ST,180,73,63000,3
212424,32,1993-01-15,1200000,"CDM, CM, CB",173,69,4000,2
235216,27,1998-02-01,788000,"CDM, CM",175,77,650,2
276694,19,2005-10-14,6000000,"CAM, CM, CDM, ST",183,75,8000,3
80342,22,2003-03-29,,"CM, CDM",173,68,9000,3
262362,22,2002-11-12,2500000,"RM, CM, RB, RW",175,77,2000,3
268763,21,2003-11-01,24200000,"RM, RW",178,71,14000,3
71910,19,2006-04-28,,CM,178,65,5000,4
203751,32,1993-03-04,1600000,"LB, LM",183,73,24000,3
254449,30,1995-02-20,3900000,ST,185,85,13000,3
231954,31,1994-04-19,620000,"CDM, CM",179,71,6000,2
211987,31,1994-01-25,1400000,"CB, RB, CDM, RM",183,77,8000,3
199191,33,1992-06-09,1800000,"RB, CB, RM",179,68,7000,3
268312,20,2005-03-26,,"RB, RM",175,63,10000,3
234015,29,1996-02-29,5100000,"CAM, CM",170,67,19000,4
230436,25,2000-02-29,7500000,ST,190,88,16000,3
270131,25,2000-03-19,2600000,"LB, LM",179,65,2000,3
277305,24,2001-02-02,5700000,CB,190,83,10000,3
262733,21,2004-06-12,2600000,"CM, LW, CAM",178,63,2000,2
270415,22,2003-04-05,6100000,"RB, RM",180,80,5000,3
242000,27,1997-12-11,14800000,CB,194,89,54000,3
260178,26,1998-07-03,9800000,"RB, LB, RM",187,77,26000,4
229974,28,1996-08-18,1500000,"CAM, ST, CM",180,72,3000,3
231254,29,1995-12-10,,"RB, RM",177,75,0,3
247140,25,1999-12-05,1100000,"CM, CDM, CAM",178,76,1000,3
265578,21,2004-04-16,21900000,"RM, RW, LW",175,70,22000,4
268916,19,2005-08-11,,"CAM, ST, CM",180,75,18000,5
246392,24,2000-11-06,4400000,"CB, CDM, CM",187,74,14000,4
203902,33,1992-04-12,1000000,"CAM, CM, LM",169,60,2000,3
246910,25,2000-03-11,1500000,"LM, RM, CM, LW",173,69,4000,2
279428,29,1996-02-29,750000,CB,185,71,1000,2
259978,26,1999-04-15,1500000,"CM, CDM",178,74,3000,3
279710,29,1996-02-05,875000,"CM, CDM",184,76,2000,3
216227,31,1994-02-22,1400000,"ST, RM, RW",181,73,8000,3
241335,29,1996-03-13,620000,"CAM, CM, CDM",173,57,2000,3
236217,27,1997-07-08,6300000,CB,192,91,36000,3
214986,35,1990-03-21,1300000,"CB, CDM, RB",177,77,11000,2
75211,21,2004-04-07,,"CDM, CM",178,70,7000,2
251341,24,2001-01-05,3100000,"LM, RM, LW",178,73,7000,3
209359,31,1994-04-12,344000,"CM, CDM",179,78,1000,4
257490,23,2001-09-04,1600000,"LB, LM",181,76,1000,3
275415,22,2003-04-09,3500000,"ST, CAM",187,77,4000,3
202968,33,1992-03-07,313000,"RB, LM, ST, LW",178,65,2000,3
222937,28,1996-08-08,569000,"CM, CDM",175,75,750,4
264159,22,2002-08-10,7100000,"LM, RM, LB, LW",176,71,14000,3
228834,28,1997-05-12,969000,RB,174,69,2000,3
214250,32,1993-02-13,1000000,"LW, ST, RW, LM",181,88,5000,3
237036,25,1999-09-23,1900000,"RB, RM",180,70,13000,3
229624,34,1991-05-29,1200000,ST,185,78,7000,2
221953,29,1996-02-28,831000,"RM, CAM, ST, RW",170,67,900,3
222982,28,1996-09-16,2600000,"CDM, CM",186,78,4000,3
272651,22,2002-12-28,8000000,ST,180,68,32000,3
199960,33,1991-12-20,1300000,"CAM, LM, LW, CM",175,68,3000,4
240677,30,1995-05-04,750000,"CDM, CB, CM",180,75,2000,3
203308,32,1993-03-25,594000,"CDM, CM, CB",177,73,3000,3
238895,28,1997-04-03,709000,"LB, LM",174,72,2000,3
211514,31,1993-11-07,1100000,"LB, LM, CM",169,71,2000,2
237884,27,1998-05-07,2800000,"LB, LM, CB",182,78,12000,3
71998,19,2006-02-04,11100000,"LM, RM, ST, LW",185,80,40000,4
243271,27,1998-01-01,2100000,"CDM, CM",171,67,10000,3
256331,25,2000-02-20,2300000,"LB, LM",177,60,14000,3
240207,30,1995-06-17,1100000,"LB, LM",184,75,8000,3
254578,22,2002-07-26,3600000,"CDM, CM",173,62,4000,3
73348,21,2003-07-26,4300000,"CDM, CAM, CM",170,62,5000,3
264838,23,2002-03-19,4500000,"CDM, CM",175,69,5000,3
252044,26,1998-10-22,2700000,"CDM, CM, CB",188,79,7000,3
236432,27,1997-07-28,1800000,"LB, LM",177,74,6000,3
222355,29,1996-03-05,2200000,CM,184,77,2000,3
251313,26,1998-09-18,906000,"CM, CDM",179,74,4000,2
189619,34,1991-01-31,481000,"CM, CDM, CAM",175,78,1000,3
208052,33,1991-12-02,656000,"RB, CB, RM",180,75,1000,2
243392,24,2000-09-09,3600000,"LM, LW, ST",175,66,22000,3
73412,31,1994-01-15,1400000,"RB, LB, RM",187,74,5000,3
267720,22,2002-09-11,5000000,"RB, LB, RM",182,77,10000,4
203725,31,1993-07-24,2000000,"LM, CAM, ST, LW",173,70,7000,4
275162,22,2002-08-26,5400000,"RB, RM",181,72,6000,3
213724,29,1996-02-20,1100000,"CAM, CM, LM",175,67,3000,3
245981,28,1997-06-11,1500000,"CM, CDM",182,72,3000,3
263649,28,1996-08-16,3200000,CB,186,82,10000,3
271344,24,2000-09-18,,"CDM, CM",176,70,7000,3
257265,27,1997-10-03,3300000,"RB, CB, RM",182,73,11000,3
245238,28,1997-03-14,4000000,CB,189,84,7000,4
193532,37,1987-08-03,439000,"CB, CDM",171,76,6000,4
214784,34,1990-08-05,574000,"ST, LW, LM",180,80,2000,3
229123,28,1996-09-04,613000,"RB, CAM, CM, RM",177,80,800,4
256778,23,2002-06-26,,ST,185,78,8000,3
211982,30,1994-09-27,1200000,"RM, RB",177,68,1000,4
274191,25,2000-06-15,,"CAM, RW, CM",171,69,10000,3
234258,27,1997-12-25,1100000,"LB, LM, LW",179,68,900,2
76311,28,1997-01-09,906000,"CM, CDM",176,74,2000,3
245017,29,1995-11-04,1300000,"CDM, CM, CB",187,74,7000,3
206115,30,1995-03-22,2300000,"CDM, CM",187,79,18000,4
263721,20,2004-11-26,3300000,CM,190,79,8000,3
236344,25,1999-08-06,3600000,"CDM, CM",176,68,18000,3
244280,26,1999-03-18,1100000,"CDM, CM, CAM",187,81,850,4
239418,27,1998-02-15,2900000,ST,194,85,11000,4
211004,35,1990-04-19,300000,"CDM, CM",183,76,3000,3
277565,24,2000-08-31,10700000,ST,188,80,18000,4
242506,25,1999-10-01,3900000,"RB, RM",172,66,20000,3
251466,24,2001-04-25,2800000,"CM, LM, RM, CAM",179,65,6000,4
259410,30,1995-06-12,3500000,"CDM, CM, CB",185,90,15000,3
210004,32,1992-09-22,870000,"LB, RB, RM",178,72,1000,3
75605,22,2003-02-13,49500000,"CB, RB, RM",184,79,105000,3
230229,29,1996-02-29,5300000,"CB, RB",179,80,19000,3
255319,30,1995-03-15,1800000,"ST, RW, RM",177,73,7000,3
277598,22,2003-01-07,,"CDM, CM",185,73,6000,2
263522,23,2002-06-16,,"LM, CAM, LW",178,73,36000,3
227682,27,1997-09-05,613000,"CAM, CM",180,74,750,3
235899,27,1998-03-11,2500000,"LB, RB, RM",177,76,6000,3
248201,24,2001-04-22,2000000,"ST, LM, LW",184,70,5000,3
253579,27,1998-02-05,2800000,"RM, RW, CAM",172,72,8000,2
70298,26,1999-04-19,2100000,"CM, CDM",178,74,3000,3
72866,25,1999-09-24,6500000,"RW, CAM, RM",176,70,16000,4
262314,24,2000-08-07,4000000,ST,189,80,9000,3
226221,31,1994-03-28,14700000,"CB, RB",180,71,36000,3
232901,27,1997-10-30,1600000,"CDM, CM",183,68,11000,3
261063,22,2002-07-28,3500000,"LB, LM",174,70,6000,3
80593,24,2001-02-12,4600000,"CDM, CM",181,76,6000,2
80357,20,2004-12-02,3000000,"CDM, CM",180,72,5000,3
269292,19,2006-01-31,9700000,"RM, CAM, RW",166,63,9000,3
229367,27,1997-09-15,1900000,"ST, RW, RM, CAM",185,91,2000,3
248060,25,2000-02-02,5800000,"LM, LW",173,68,11000,3
225293,30,1995-06-15,4600000,ST,186,79,13000,3
244027,35,1990-05-10,334000,"CM, CAM, CDM",183,78,500,2
246348,24,2001-05-20,4000000,CM,177,67,7000,3
234061,33,1992-04-25,645000,"CDM, CM",170,71,5000,2
240209,25,2000-02-15,,ST,184,82,21000,3
272726,21,2003-09-10,4400000,"ST, CAM",187,76,24000,4
234358,27,1998-06-03,1700000,"RM, RB, RW",184,77,2000,3
255352,25,2000-03-05,1500000,"LM, CM, CAM, LW",176,73,5000,3
279932,22,2003-05-03,3900000,"CM, CDM",183,85,5000,3
225922,28,1996-09-12,569000,CM,183,74,600,3
259726,26,1999-05-10,1300000,"ST, RM, RW",170,65,1000,3
253076,27,1998-05-19,1100000,"RB, RM, LB",177,76,2000,3
261016,29,1996-01-07,1800000,"LB, LM",177,76,7000,2
188825,36,1988-11-18,481000,"CDM, CM, CB",178,76,3000,3
191390,34,1990-07-21,656000,"LB, LM",178,80,3000,2
244134,25,1999-12-08,,"RM, RB, RW",180,71,12000,3
277426,21,2004-03-19,6100000,"LW, RW, RM, LM",169,58,14000,2
70331,20,2004-09-29,2300000,"CM, LW, CAM",176,74,1000,3
262848,24,2001-01-20,3500000,"CM, LM, CAM, LW",184,74,5000,3
236510,30,1994-10-25,12100000,ST,181,74,25000,3
273127,28,1997-04-12,1300000,"LB, LM",173,68,5000,2
246007,23,2002-01-24,4800000,"CDM, CM",182,76,7000,3
260601,23,2002-04-24,15200000,"RM, RW, LW",175,68,15000,3
278523,20,2005-03-15,6200000,"CM, RM, CAM",182,72,6000,3
211203,30,1995-01-16,1600000,"CB, RB, RM",179,75,5000,3
251908,23,2001-11-16,2900000,"RB, RM",176,70,6000,3
239631,24,2000-08-28,,"ST, CAM",182,76,10000,3
243473,29,1996-05-12,2400000,"RB, RM",181,75,11000,3
269087,19,2005-11-13,59900000,CB,190,75,49000,3
79397,21,2003-09-27,1800000,"CM, CDM",192,78,2000,3
234826,28,1997-06-30,9500000,ST,187,84,27000,3
240978,26,1998-10-20,772000,"CM, LW",180,73,650,4
269164,26,1999-02-01,10900000,CB,183,78,21000,3
198261,37,1987-10-05,638000,"CB, LB",185,80,5000,3
247677,27,1998-04-06,1100000,"CM, CAM, CDM",180,74,5000,3
242052,28,1997-04-30,2600000,"RM, CAM, RW",178,71,14000,3
262024,22,2002-08-08,3700000,"RB, RM, CM",173,60,6000,5
254858,23,2002-05-10,2000000,"ST, CAM",184,71,1000,3
255894,22,2002-09-05,3700000,"RB, RM, RW",180,72,3000,3
235416,27,1997-07-25,3600000,ST,186,75,15000,4
231065,27,1998-05-28,781000,"RM, CAM, RW",182,70,2000,3
255386,25,1999-07-02,,"CM, CDM, CAM",173,70,5000,2
262042,23,2002-05-26,23100000,CB,193,87,42000,3
74142,18,2007-04-03,5200000,"LB, LM",177,67,11000,2
251809,25,2000-01-12,71100000,CB,193,81,120000,3
242085,28,1997-05-02,831000,"CM, CDM",175,66,1000,3
228518,28,1997-01-17,9800000,CB,185,82,26000,3
251052,29,1995-12-09,776000,"ST, RM, CAM",176,72,1000,4
199088,36,1989-02-17,202000,"RB, CB",188,81,4000,2
264372,24,2000-12-18,2900000,"CAM, CM",182,72,2000,3
224447,29,1995-10-13,1100000,"CB, RB, RM",178,74,1000,3
268755,25,1999-09-16,2000000,"LB, LM",178,73,2000,3
254422,28,1997-05-01,591000,"CB, RB, RM",189,79,3000,2
240603,26,1998-12-30,1000000,"CM, CDM",175,68,850,3
190939,40,1984-08-03,,"ST, LW, LM",169,69,2000,4
275951,24,2000-12-11,1700000,"CB, LB, LM",185,82,2000,2
196848,34,1990-07-02,1500000,"ST, RW, RM",170,70,16000,3
260094,32,1993-02-23,1200000,"CB, LB",192,85,6000,3
222472,31,1994-05-01,719000,"CB, LB",188,78,2000,3
266256,25,2000-01-29,9800000,ST,190,92,24000,3
279832,26,1999-04-12,1200000,"CM, RM, CAM",179,70,2000,2
275742,23,2001-12-01,2600000,"CAM, CM",193,80,1000,3
72745,21,2003-11-01,10400000,"CB, LB",185,80,11000,3
243252,25,1999-10-01,1600000,"CB, RB, RM",188,80,1000,4
70971,24,2001-02-22,15000000,"RM, LM, RW",176,62,11000,3
213064,32,1992-07-08,1300000,"CB, LB",180,79,14000,3
268874,22,2003-02-28,3200000,"CDM, CM",178,66,11000,3
226378,35,1989-10-14,1000000,ST,177,93,8000,3
251212,32,1993-02-01,1500000,"LB, LM",177,70,8000,3
246609,26,1999-01-24,2900000,"CM, CDM",178,72,10000,2
243044,25,1999-11-07,1000000,"CDM, CM",175,80,650,3
247412,25,2000-03-12,,"CB, RB, LB, RM",180,74,5000,4
70007,21,2004-06-13,4500000,"CDM, CM, CB",190,76,3000,3
222329,28,1996-08-28,1400000,"LM, LW, RM",175,67,2000,2
247674,25,2000-03-05,2700000,"LW, LM",185,78,5000,4
268926,28,1997-05-30,736000,"CM, CAM",178,75,950,3
223629,31,1993-10-14,2000000,"LM, ST, LW",176,66,14000,3
199313,35,1990-04-25,850000,CB,182,72,7000,3
222373,30,1995-04-26,2300000,"CAM, CM, LM",170,70,9000,3
242090,26,1998-09-07,2500000,"CAM, RM, LM, CM",189,82,10000,4
252084,28,1996-10-20,2200000,ST,184,78,5000,4
230329,29,1996-02-29,4200000,"CDM, CM, CB",180,75,19000,3
240057,33,1991-08-21,875000,"CDM, CM",179,76,3000,4
248777,31,1994-03-28,1600000,"RB, LB, CB, RM",178,77,5000,3
251855,23,2002-03-07,5000000,"CM, CAM",183,70,12000,3
261072,24,2001-05-04,5900000,"ST, LW, LM",171,68,10000,3
244736,33,1992-06-27,788000,"CM, CDM",170,62,2000,4
229378,27,1998-05-14,1100000,"LB, LM",172,75,1000,3
244497,26,1999-02-09,1200000,"LB, LM",173,68,4000,3
215065,32,1992-07-25,544000,"CM, CAM",181,70,4000,2
244522,28,1996-08-30,1100000,"CM, LM, ST, CDM",177,69,3000,3
260653,21,2004-01-12,6000000,"RM, RB, RW",181,70,8000,3
224062,27,1998-03-25,1700000,"CDM, CM",182,80,3000,2
76098,21,2004-01-20,5500000,"CM, CDM",171,70,10000,3
279109,23,2002-04-04,3200000,"LB, CB, LM",185,76,9000,3
277839,25,2000-04-05,15100000,ST,185,88,52000,4
213846,38,1987-02-06,914000,CB,179,75,11000,4
277849,21,2004-06-23,1500000,"CM, CAM, LM",178,70,2000,3
221024,29,1996-06-05,8900000,CB,191,88,21000,3
266606,26,1998-10-14,1900000,"RB, RM",183,73,2000,3
237169,29,1996-04-02,1100000,"LB, LM",178,72,2000,2
224115,31,1994-03-24,1000000,"RB, CB, RM",180,77,2000,3
74364,17,2007-11-30,2600000,"LB, RW, LW, RM",180,67,500,2
273537,20,2005-05-10,4900000,"RB, CDM, CB, CM",187,75,7000,2
241543,24,2000-08-02,1800000,"RB, LB, RM",178,78,1000,4
256149,25,2000-04-27,4300000,"CDM, CM, CAM",171,72,11000,3
247203,32,1993-06-02,1400000,"LB, LM",182,74,8000,2
250807,25,1999-12-08,,"ST, CAM",183,76,19000,3
251831,28,1996-12-29,3500000,"LM, LW, CAM",169,70,18000,3
248774,27,1997-09-19,,"CB, LB, CM, LM",188,80,1000,3
258758,23,2002-05-17,,"LM, RM, LW",190,83,4000,5
264137,22,2003-03-19,4400000,"CDM, CM, CB",185,75,4000,3
202698,32,1993-02-22,569000,"CDM, CM",173,72,850,2
258766,25,2000-06-05,3000000,"LB, LM",178,68,6000,2
244950,31,1994-02-28,5700000,CB,185,81,14000,2
253910,29,1995-10-04,1800000,"RW, RM",180,82,6000,3
220649,30,1995-01-23,1300000,"LM, CAM, ST, LW",182,80,5000,3
277482,19,2005-12-16,11100000,"LW, CAM, LM",184,74,9000,3
199151,32,1993-06-04,3300000,"RM, ST, RW",169,73,16000,2
268273,23,2001-07-10,5500000,ST,170,65,5000,3
270834,26,1998-08-11,3300000,"LM, LW",176,70,14000,3
235771,27,1997-12-31,1000000,"CM, CDM, CAM",168,75,2000,3
262396,25,2000-06-02,5800000,CB,190,82,14000,3
225533,29,1996-03-05,,ST,190,85,21000,2
252927,26,1999-02-26,1800000,CM,184,69,1000,3
243464,28,1996-07-10,1500000,"RM, RW",178,73,4000,3
247821,24,2000-12-22,2000000,"CM, CDM",184,76,1000,3
272911,22,2002-07-25,6100000,"CAM, CM, LM",176,72,9000,3
186127,36,1988-12-28,613000,ST,183,76,2000,3
228375,29,1995-10-26,1300000,"CDM, CM",173,69,7000,3
278813,19,2006-01-04,11400000,ST,187,82,45000,4
258365,27,1998-01-05,3500000,"CDM, CM",183,76,5000,3
277327,20,2005-06-28,10200000,ST,191,76,17000,3
256343,27,1997-11-12,5600000,CB,185,72,11000,3
258137,32,1993-04-09,1500000,"LB, LM, LW",180,73,8000,2
255594,23,2001-08-10,6900000,"LM, LW",170,59,22000,2
278400,20,2004-07-27,6200000,"CDM, CM",182,72,3000,4
263303,25,2000-03-14,1600000,"RW, LW, RM",173,73,3000,2
223379,30,1995-05-06,1200000,"RM, CM, RW",178,73,5000,3
275861,21,2003-11-02,3100000,"CAM, RM, CM",177,72,3000,3
266648,29,1995-09-12,3500000,"ST, RW, RM",194,85,18000,3
241055,25,2000-03-15,4099999,"LB, LM, LW",173,65,13000,3
230561,27,1998-03-13,1600000,"ST, LW",193,98,7000,2
247721,25,2000-02-21,2000000,"CM, CDM",177,73,7000,3
259249,22,2003-05-23,3100000,"CAM, LM, LW, CM",180,73,3000,3
270536,20,2005-01-25,3900000,"RW, LW, RM",180,70,10000,5
277193,22,2002-07-11,12000000,"LB, LM, RB",177,70,13000,3
228815,26,1999-01-12,,"ST, CAM, RM",180,75,18000,3
255699,27,1997-09-19,1800000,"RM, LM, RW",183,75,4000,3
262363,24,2001-05-17,1600000,"CM, CDM",175,70,800,3
230382,29,1996-02-29,2900000,CB,182,84,14000,3
253170,27,1998-01-20,,"CB, LB, LM",192,83,18000,3
254211,26,1999-02-24,2400000,"RB, RM",180,77,6000,2
238086,29,1995-07-17,1500000,CM,167,65,6000,2
245769,25,2000-03-01,1800000,"CB, CDM, CM",186,80,750,4
264219,21,2004-01-28,6800000,"RM, LM, RW",173,63,25000,5
269084,20,2004-08-11,7200000,"CAM, CM",175,71,14000,4
240669,25,1999-10-08,4600000,"CDM, CM",187,88,18000,2
210719,30,1995-01-28,4300000,CB,186,87,56000,4
268581,22,2002-10-28,6100000,"CAM, CM",171,69,8000,3
270379,21,2003-07-21,,"RM, RW, LM",186,72,12000,3
251951,28,1997-06-27,2500000,"LM, LB, LW",182,74,2000,2
235315,28,1997-02-14,810000,"LM, RM, LW",175,65,1000,3
236600,26,1999-03-31,6500000,CB,184,73,39000,3
242489,28,1996-07-29,1900000,"RM, LM, RW",178,69,4000,3
259131,24,2000-11-26,3200000,"RM, CM, RW",178,64,5000,1
255558,22,2003-04-02,11100000,CB,192,78,9000,2
72775,33,1991-12-08,653000,"LM, LB",185,82,700,4
262728,26,1999-04-24,,"ST, CAM",185,76,16000,4
212040,28,1996-07-17,1400000,"LB, CB",186,82,3000,3
244054,32,1992-08-04,438000,"CM, CDM",170,68,600,3
245084,25,1999-10-14,3000000,"RB, RM",182,78,5000,3
